Nuclear mean intensity,Cytoplasmic mean intensitiy,File Path
6.586583463338534,1.4239599516658035,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_0_0.tif
4.422529313232831,0.8900414937759336,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_0_1.tif
5.6202151613710285,0.34783478347834784,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_0_10.tif
230.17341040462426,150.4117911791179,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_0_11.tif
9.711854792966534,1.6989557687409798,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_0_12.tif
7.184049079754601,0.8275862068965517,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_0_13.tif
12.278842919609822,2.407665891215243,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_0_15.tif
7.359063313096271,0.9491525423728814,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_0_16.tif
10.020684736091297,1.105657731513942,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_0_17.tif
215.5552913198573,129.3069721606307,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_0_18.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_0_19.tif
9.128903122497999,2.137473831123517,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_0_2.tif
8.277242401779096,2.0333529362345626,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_0_20.tif
11.786989795918368,2.4335394640601105,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_0_21.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_0_22.tif
8.632089190499272,2.2450497882568388,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_0_23.tif
9.371526858957397,1.408066203747741,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_0_24.tif
8.126305320735952,2.3276160776160775,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_0_25.tif
12.613545816733067,2.4175228075943127,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_0_26.tif
14.479661568499838,3.9049100199955564,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_0_27.tif
9.935085007727976,2.419734079776067,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_0_28.tif
9.854384298828743,1.4449984172206394,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_0_29.tif
8.766701643931444,2.101574899279697,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_0_3.tif
14.866108786610878,3.274212188920564,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_0_30.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_0_31.tif
10.999317406143344,2.4068159688412853,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_0_32.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_0_33.tif
4.21976401179941,0.8408048666354703,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_0_4.tif
10.133168927250308,1.6211015262110153,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_0_5.tif
10.884832783796515,2.1533659977179678,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_0_6.tif
6.0137029955385595,1.3311890211214752,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_0_7.tif
6.6540776094625445,1.045297997781799,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_0_8.tif
4.864634146341463,1.1087153001936734,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_0_9.tif
6.270975918884664,0.9566236811254396,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_100_0.tif
5.174494219653179,0.2763564801799269,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_100_1.tif
11.934752267969294,2.602064922565404,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_100_10.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_100_11.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_100_12.tif
15.909860347016505,2.1533151117247598,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_100_13.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_100_14.tif
8.391783567134269,2.378536016331292,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_100_15.tif
9.911045943304007,2.3065947132534528,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_100_17.tif
10.252173913043478,2.138812785388128,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_100_3.tif
12.463655399341908,2.248847926267281,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_100_4.tif
11.68534961154273,2.9382337246531485,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_100_5.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_100_7.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_100_8.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_100_9.tif
5.327769347496206,0.7509903018713291,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_101_0.tif
9.384316928731877,1.5691065604448484,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_101_1.tif
10.286624203821656,2.3297388374052233,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_101_10.tif
5.368966892700438,2.6838688737422913,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_101_11.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_101_12.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_101_13.tif
13.706955046649703,2.518999169435216,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_101_15.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_101_16.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_101_17.tif
11.681059506531204,1.600177830468287,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_101_18.tif
12.152511745572822,2.929870329164429,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_101_19.tif
12.010005885815186,2.4039228723404253,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_101_2.tif
10.532103976894023,2.0025662314136916,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_101_3.tif
12.765807962529275,2.1853039160223773,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_101_4.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_101_5.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_101_6.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_101_7.tif
8.226082447498056,1.7963982564808443,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_101_9.tif
5.105882352941176,0.21513513513513513,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_102_0.tif
8.027457222443294,2.334072759538598,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_102_1.tif
10.040667056758338,1.9995098725668674,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_102_11.tif
9.87967425627389,1.7457782672540383,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_102_12.tif
9.267836790517437,1.4750297265160524,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_102_13.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_102_14.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_102_15.tif
10.014145562400182,2.669967545976533,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_102_16.tif
7.75391142932909,1.8977735216662677,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_102_17.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_102_18.tif
11.55512869765655,2.5117879444373648,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_102_19.tif
10.996503496503497,2.3143624161073824,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_102_2.tif
10.02265100671141,3.1911919276855163,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_102_20.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_102_21.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_102_22.tif
11.54209960587603,1.554127938764352,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_102_23.tif
12.733207636106528,3.058435438265787,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_102_24.tif
9.4822695035461,2.0234685759745425,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_102_25.tif
7.439754935330156,1.3620393354974223,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_102_4.tif
6.355290337388111,0.8910720688418788,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_102_5.tif
9.037050105857446,1.831490727532097,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_102_6.tif
7.404120443740095,0.9801868738038951,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_102_7.tif
8.332840673958026,1.877996491911908,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_102_8.tif
9.940322214658497,1.8034203584098971,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_102_9.tif
5.047732696897374,0.3033033033033033,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_103_0.tif
4.649214659685864,0.6052983081032948,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_103_1.tif
6.6094129063561375,0.683160356673001,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_103_10.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_103_11.tif
5.373455700670667,0.7578470721416075,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_103_12.tif
10.022379912663755,1.6129524337817223,/Volumes/KINGSTON/Final_Training_Dataset/LATB/latb_cells_norm/latb_103_13.tif
