Nuclear mean intensity,Cytoplasmic mean intensitiy,File Path
0,1,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_100_10.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_100_11.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_100_12.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_100_13.tif
76.11730747026903,86.77271346095412,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_100_14.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_100_15.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_100_16.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_100_17.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_100_18.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_100_2.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_100_20.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_100_21.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_100_22.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_100_23.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_100_24.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_100_26.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_100_27.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_100_28.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_100_29.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_100_3.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_100_30.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_100_32.tif
41.749542961608775,18.083152438754265,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_100_34.tif
28.236065573770492,1.9257596685082874,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_100_4.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_100_42.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_100_43.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_100_45.tif
92.55310211115898,8.628648143824423,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_100_46.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_100_48.tif
57.79966024251655,4.710456553755523,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_100_49.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_100_5.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_100_50.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_100_7.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_100_8.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_100_9.tif
51.46499944177738,7.337599024984765,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_101_1.tif
58.733562231759656,1.999017199017199,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_101_2.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_101_3.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_101_32.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_101_33.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_101_34.tif
77.5659679408138,12.47168713263109,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_101_35.tif
44.84757341850767,0.49014255383682137,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_101_4.tif
50.68268995348078,1.1345829111786558,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_101_5.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_101_7.tif
44.52552981223235,2.1960987398584497,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_101_8.tif
52.30245670559807,0.16944091960886765,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_102_0.tif
27.942800788954635,0.09890735260641931,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_102_1.tif
91.60607191738211,6.514404296875,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_102_101.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_102_102.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_102_103.tif
112.11258099352052,1.0912856460092402,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_102_104.tif
119.87550426869312,0.9178946091807653,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_102_105.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_102_106.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_102_107.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_102_110.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_102_12.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_102_14.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_102_15.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_102_16.tif
30.42822384428224,0.038207136640557006,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_102_17.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_102_19.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_102_20.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_102_21.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_102_23.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_102_25.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_102_26.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_102_27.tif
94.76659110451028,26.221298584587732,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_102_28.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_102_29.tif
75.16756876173645,1.226082050455388,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_102_3.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_102_30.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_102_31.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_102_32.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_102_33.tif
86.46978094484032,9.697787776527933,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_102_34.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_102_35.tif
85.38163701067616,12.621770491803279,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_102_37.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_102_38.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_102_39.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_102_4.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_102_40.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_102_41.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_102_42.tif
139.38104192014157,1.2328799526907155,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_102_43.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_102_44.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_102_45.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_102_46.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_102_47.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_102_49.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_102_5.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_102_50.tif
85.2508598945196,6.05524861878453,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_102_51.tif
0,1,/Volumes/KINGSTON/Final_Training_Dataset/SERUM/serum_cells_norm/serum_102_52.tif
